ObjectName;FieldName;Type;Properties;Description
ShiftOwnerSharingRule;GroupId;reference;Create, Filter, Group, Sort;The ID representing the source group. A time sheet owned by a User in the source Group triggers the rule to give access.
ShiftOwnerSharingRule;Name;string;Create, Filter, Group, Sort, Update;Label of the sharing rule as it appears in the user interface. Limited to 80 characters. Corresponds to Label on the user interface.
ShiftOwnerSharingRule;ServiceResourceAccessLevel;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;A value that represents the type of access granted to the target Group, or UserRole. The possible values are: Read Edit All
ShiftOwnerSharingRule;UserOrGroupId;reference;Create, Filter, Group, Sort;The ID representing the User or Group being granted access.
ShiftShare;AccessLevel;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;Level of access that the user or group has to the shift. The possible values are: Read Edit All (This value isn’t valid for create or update calls.) Set to an access level that is at least equal to the organization’s default shift access level.
ShiftShare;ParentId;reference;Create, Filter, Group, Sort;The shift associated with the sharing entry.
ShiftShare;RowCause;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort;The reason why this sharing entry exists. You can write to this field only when its value is omitted or set to Manual (default). Valid values include: Manual—The User or Group has access because a user with “All” access manually shared the shift record. Owner—The User is the owner of the shift. Rule—The User or Group has access via a shift sharing rule. GuestRule—The User or Group has access via a shift guest user sharing rule.
ShiftShare;UserOrGroupId;reference;Create, Filter, Group, Sort;(Read only) ID of the user or group that has access to the shift record.
ShiftStatus;ApiName;string;Filter, Group, idLookup, Sort;Uniquely identifies a picklist value so it can be retrieved without using an ID or master label.
ShiftStatus;IsDefault;boolean;Defaulted on create, Filter, Group, Sort;Indicates whether this is the default shift status value (true) or not (false) in the picklist. Only one value can be the default value.
ShiftStatus;MasterLabel;string;Filter, Group, Nillable, Sort;Master label for this shift status value. This display value is the internal label that does not get translated. Limit: 255 characters.
ShiftStatus;SortOrder;int;Filter, Group, Nillable, Sort;Number used to sort this value in the shift status picklist. These numbers are not guaranteed to be sequential, as some previous shift status values might have been deleted.
ShiftStatus;StatusCode;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Describes the status of the shift using static values. Possible values are: Tentative Published Confirmed
Shipment;ActualDeliveryDate;dateTime;Create, Filter, Nillable, Sort, Update;Date the product was delivered.
Shipment;DeliveredToId;reference;Create, Filter, Group, Nillable, Sort, Update;The person or entity the product was delivered to.
Shipment;Description;textarea;Create, Nillable, Update;Details not recorded in the provided fields
Shipment;DestinationLocationId;reference;Create, Filter, Group, Nillable, Sort, Update;The place the product is to be delivered.
Shipment;ExpectedDeliveryDate;dateTime;Create, Filter, Nillable, Sort, Update;Date the product is expected to be delivered.
Shipment;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp when the current user last accessed this record, a record related to this record, or a list view.
Shipment;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp when the current user last viewed this record or list view. If this value is null, the user might have only accessed this record or list view (LastReferencedDate) but not viewed it.
Shipment;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The owner of the shipment.
Shipment;Provider;picklist;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The company or person making the transfer.
Shipment;ShipFromAddress;address;Filter, Nillable;The place the product is coming from.
Shipment;ShipFromCity;string;Create, Filter, Group, Nillable, Sort, Update;The city of the address where the shipment originates.
Shipment;ShipFromCountry;string;Create, Filter, Group, Nillable, Sort, Update;The country of the address where the shipment originates.
Shipment;ShipFromGeocodeAccuracy;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Accuracy level of the geocode for the address where the shipment originates. See Compound Field Considerations and Limitations for details on geolocation compound fields. Note This field is available in the API only.
Shipment;ShipFromLatitude;double;Create, Filter, Nillable, Sort, Update;Used with Longitude to specify the precise geolocation of the address where the shipment originates. Acceptable values are numbers between –90 and 90 with up to 15 decimal places. See Compound Field Considerations and Limitations for details on geolocation compound fields. Note This field is available in the API only.
Shipment;ShipFromLongitude;double;Create, Filter, Nillable, Sort, Update;Used with Latitude to specify the precise geolocation of the address where the shipment originates. Acceptable values are numbers between –180 and 180 with up to 15 decimal places. See Compound Field Considerations and Limitations for details on geolocation compound fields. Note This field is available in the API only.
Shipment;ShipFromPostalCode;string;Create, Filter, Group, Nillable, Sort, Update;The postal code of the address where the shipment originates.
Shipment;ShipFromState;string;Create, Filter, Group, Nillable, Sort, Update;The state of the address where the shipment originates.
Shipment;ShipFromStreet;textarea;Create, Filter, Group, Nillable, Sort, Update;The street of the address where the shipment originates.
Shipment;ShipToAddress;address;Filter, Nillable;The physical address where the shipment is delivered.
Shipment;ShipToCity;string;Create, Filter, Group, Nillable, Sort, Update;The city of the address where the shipment is delivered.
Shipment;ShipToCountry;string;Create, Filter, Group, Nillable, Sort, Update;The country of the address where the shipment is delivered.
